index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
149394,886,4,21/11/2013,594,1,1,0,0,6251
454796,504,3,02/04/2014,1005,1,1,0,0,6897
491551,347,2,03/09/2013,261,1,0,0,1,2580
384566,1022,6,29/03/2014,714,1,0,0,0,5918
466536,636,1,28/10/2013,527,1,0,0,1,3755
688545,522,1,25/11/2013,611,1,0,0,0,7291
112420,551,7,11/01/2015,0,0,0,0,0,0
569252,85,1,21/01/2013,1044,1,1,0,0,8688
140438,937,4,11/09/2014,449,1,0,0,0,5031
407480,156,5,08/08/2014,764,1,1,0,1,7390
195984,305,4,27/02/2014,453,1,0,0,0,4252
151576,950,5,18/01/2013,509,1,0,0,0,4630
426454,889,1,24/03/2014,408,1,0,0,0,3204
16921,996,5,17/04/2015,839,1,1,0,0,8714
344995,967,1,14/04/2014,1115,1,1,0,1,12002
197810,953,4,04/07/2013,665,1,1,0,0,7253
392188,785,3,25/03/2015,463,1,0,0,0,4774
478316,532,1,23/09/2013,1364,1,1,0,0,13082
427916,176,5,07/11/2014,654,1,1,0,0,5322
381741,924,7,20/01/2013,0,0,0,0,0,0
606798,530,3,10/06/2015,855,1,0,0,0,5126
333345,1039,5,02/08/2013,871,1,1,0,1,7420
174869,324,1,14/10/2013,795,1,0,0,0,5685
64328,224,6,04/05/2013,454,1,0,0,0,5721
286075,56,3,18/02/2015,484,1,1,0,0,7098
193534,964,2,14/04/2015,1352,1,1,0,0,10570
174891,1023,5,25/07/2014,517,1,0,0,1,5033
430506,92,4,28/02/2013,475,1,0,0,0,4390
100288,1033,3,14/08/2013,1433,1,1,0,0,15763
66968,304,1,04/08/2014,1318,1,1,0,1,10108
411227,858,4,02/04/2015,479,1,1,0,1,5620
17626,409,6,02/03/2013,550,1,0,0,0,5370
178646,908,6,05/07/2014,203,1,0,0,0,2008
483232,651,1,26/05/2014,909,1,0,0,0,6984
155992,887,7,30/06/2013,0,0,0,0,0,0
73528,409,3,24/07/2013,416,1,0,0,1,4131
603045,607,2,02/07/2013,530,1,1,0,0,5578
650264,1044,1,13/04/2015,1030,1,1,0,0,8798
498828,166,6,25/01/2014,812,1,0,0,0,5793
640227,58,3,16/04/2014,614,1,1,0,1,6826
223025,742,3,24/06/2015,762,1,0,0,0,6368
545641,643,5,20/12/2013,1814,1,1,0,0,15524
300060,489,4,27/06/2013,699,1,0,0,0,6631
458863,264,7,17/03/2013,0,0,0,0,0,0
18125,146,7,17/08/2014,0,0,0,0,0,0
290536,973,5,22/05/2015,888,1,1,0,0,7187
577372,1009,3,14/08/2013,517,1,1,0,1,5750
546367,561,3,30/04/2014,884,1,1,0,0,8840
457724,727,4,29/01/2015,472,1,1,0,0,4948
507346,389,1,09/02/2015,1315,1,0,0,0,9621
601727,540,3,28/01/2015,437,1,1,0,0,6597
478974,195,1,13/01/2014,1236,1,0,0,0,8920
308918,334,2,12/05/2015,506,1,0,0,0,4694
277240,317,3,25/06/2014,458,1,0,0,0,3973
350630,1084,4,17/04/2014,1054,1,1,0,1,9203
554479,556,3,02/04/2014,960,1,1,0,0,8666
513161,644,6,17/01/2015,1150,1,0,0,0,10173
586285,324,4,30/07/2015,865,1,1,0,1,7078
134477,168,5,19/04/2013,696,1,0,0,0,6446
164754,144,3,21/05/2014,647,1,1,0,0,7343
395585,199,7,24/11/2013,0,0,0,0,0,0
422004,736,1,22/04/2013,602,1,1,0,0,7215
326351,75,3,19/03/2014,551,1,1,0,0,5241
200889,64,6,07/03/2015,867,1,0,0,0,10329
293153,287,1,12/01/2015,953,1,1,0,0,10135
133934,69,4,10/01/2013,1155,1,1,0,1,10268
628643,569,7,07/07/2013,0,0,0,0,0,0
589162,627,3,22/01/2014,612,1,1,0,0,6345
250308,1002,3,07/01/2015,727,1,1,0,0,6466
215550,501,6,09/02/2013,185,1,0,0,0,1663
710067,1037,5,01/11/2013,0,0,0,1,1,0
652539,1007,6,19/04/2014,1198,1,0,0,0,9990
534882,1032,3,29/10/2014,847,1,0,0,1,6997
391330,107,1,23/06/2014,927,1,0,0,0,6764
85778,629,2,19/11/2013,747,1,1,0,0,8505
528582,855,1,09/02/2015,582,1,0,0,0,4609
541891,194,5,21/06/2013,430,1,1,0,0,5440
393428,758,2,17/06/2014,693,1,1,0,1,6122
202332,1062,7,21/04/2013,0,0,0,0,0,0
246318,418,3,18/03/2015,559,1,1,0,0,5476
54719,290,7,18/05/2014,0,0,0,0,0,0
169433,26,7,01/12/2013,0,0,0,0,0,0
495296,872,2,17/02/2015,796,1,1,0,0,8363
46654,730,5,03/05/2013,1343,1,1,0,0,13190
317949,830,1,25/02/2013,448,1,0,0,0,4609
208250,1070,3,22/07/2015,693,1,0,0,0,5300
319470,84,3,04/02/2015,1591,1,1,0,0,15337
50652,745,6,05/07/2014,320,1,0,0,0,3104
11594,552,6,22/06/2013,432,1,0,0,0,4253
541136,215,4,23/01/2014,546,1,1,0,0,6890
480371,864,1,05/01/2015,598,1,1,0,1,7072
100305,90,4,03/01/2013,901,1,0,0,1,6948
394138,851,1,09/03/2015,424,1,0,0,0,4250
442334,229,6,25/10/2014,616,1,0,0,0,6766
453249,825,2,28/07/2015,668,1,1,0,0,6096
141115,264,4,11/06/2015,754,1,0,0,0,5103
161604,477,5,22/02/2013,503,1,1,0,0,7091
706278,716,5,16/01/2015,475,1,1,0,0,6002
283926,79,1,02/02/2015,723,1,1,0,0,7800
461265,156,5,16/01/2015,740,1,1,0,0,7875
348708,979,3,11/02/2015,523,1,0,0,0,4470
475334,397,2,08/10/2013,920,1,1,0,0,8092
531954,546,6,26/04/2014,1386,1,0,0,0,12044
43899,124,3,24/07/2013,442,1,0,0,1,3425
611704,44,4,23/04/2015,558,1,0,0,0,4489
509122,97,5,15/05/2015,786,1,0,0,1,7607
17787,272,7,03/05/2015,0,0,0,0,0,0
282586,196,1,08/12/2014,778,1,0,0,0,5728
673527,183,7,12/04/2015,0,0,0,0,0,0
240630,386,6,02/08/2014,545,1,0,0,0,5892
379863,297,6,06/07/2013,478,1,0,0,0,4622
2305,191,1,27/07/2015,845,1,1,0,0,9119
331707,1025,3,04/03/2015,920,1,1,0,0,8245
245811,234,6,04/04/2015,1316,1,0,0,0,11553
445946,488,7,15/03/2015,0,0,0,0,0,0
146097,415,2,15/07/2014,471,1,1,0,0,6175
160396,234,7,28/06/2015,0,0,0,0,0,0
616499,936,3,06/05/2015,938,1,1,0,0,7743
485342,158,2,25/03/2014,426,1,0,0,0,5785
429728,297,1,03/11/2014,1059,1,1,0,0,10881
168492,841,2,19/05/2015,426,1,1,0,0,3568
690589,309,4,03/04/2014,620,1,1,0,0,7438
71800,518,6,02/02/2013,591,1,0,0,0,6272
356856,386,1,13/01/2014,608,1,0,0,0,6666
395993,230,1,14/07/2014,1016,1,1,0,1,9160
708554,838,4,18/07/2013,769,1,1,0,1,6879
673954,332,5,13/03/2015,511,1,0,0,0,4098
699703,656,5,07/11/2014,434,1,1,0,0,4061
50217,1053,1,30/09/2013,1033,1,0,0,0,8211
194329,954,3,03/09/2014,1118,1,1,0,0,9084
587723,130,6,19/10/2013,417,1,0,0,1,3703
293653,469,1,05/08/2013,1584,1,0,0,0,11207
292629,1034,4,04/07/2013,850,1,1,0,0,7691
664806,265,6,07/06/2014,324,1,0,0,0,2952
114392,72,6,21/12/2013,509,1,0,0,0,4281
368721,381,7,01/09/2013,0,0,0,0,0,0
399093,852,1,18/08/2014,669,1,1,0,1,6319
661144,319,3,06/08/2014,833,1,1,0,1,7940
628686,595,4,24/10/2013,1504,1,1,0,0,12539
583023,40,2,17/03/2015,629,1,1,0,0,6636
402619,644,2,02/04/2013,1020,1,0,0,1,8739
132008,1048,1,27/10/2014,433,1,0,0,0,5024
123309,302,7,30/11/2014,0,0,0,0,0,0
408253,485,1,07/01/2013,394,1,1,0,0,5095
427048,908,7,13/10/2013,0,0,0,0,0,0
166764,647,3,08/07/2015,610,1,0,0,0,4629
548841,425,3,05/06/2013,485,1,1,0,0,3840
618385,588,1,20/01/2014,696,1,1,0,0,7375
229313,983,6,22/06/2013,1772,1,0,0,0,12565
19,22,3,22/05/2013,449,1,0,0,1,3618
201640,507,5,14/03/2014,544,1,0,0,0,5353
626612,247,3,24/09/2014,553,1,0,0,0,6574
392287,452,6,13/12/2014,343,1,0,0,0,3727
398967,700,1,04/03/2013,472,1,1,0,0,6291
127780,688,3,15/04/2015,367,1,1,0,0,3762
365021,690,7,12/07/2015,0,0,0,0,0,0
216962,732,1,04/11/2013,601,1,1,0,0,6968
543858,1002,5,26/04/2013,653,1,1,0,0,5948
468667,533,5,07/03/2014,946,1,1,0,0,9495
54564,288,6,08/02/2014,469,1,0,0,0,5424
340624,961,4,12/03/2015,605,1,0,0,0,5160
88863,406,7,30/06/2013,0,0,0,0,0,0
354323,795,3,06/02/2013,611,1,1,0,0,6593
265282,622,5,31/05/2013,521,1,1,0,0,5437
482584,978,7,26/01/2014,0,0,0,0,0,0
378065,111,2,14/01/2014,456,1,0,0,0,4437
269276,176,1,22/12/2014,1045,1,0,0,1,9978
416202,73,5,01/05/2015,0,0,1,1,0,0
292702,571,5,13/12/2013,616,1,0,0,0,7371
663631,741,5,21/03/2014,833,1,1,0,0,7193
152948,463,3,29/01/2014,994,1,0,0,0,6021
523679,246,2,09/04/2013,1020,1,1,0,0,7954
60714,863,1,26/01/2015,1022,1,1,0,0,9453
596050,446,1,15/07/2013,981,1,1,0,0,8956
568323,126,3,18/03/2015,528,1,1,0,0,6381
627930,676,6,19/01/2013,696,1,0,0,0,7189
303748,878,1,26/08/2013,1158,1,1,0,1,13171
361063,112,4,19/03/2015,743,1,1,0,0,5954
673788,249,6,06/12/2014,593,1,0,0,0,6764
220108,929,4,17/04/2014,937,1,1,0,1,9000
19502,923,1,17/02/2014,713,1,1,0,0,6735
287105,105,2,29/04/2014,640,1,1,0,0,5667
283647,484,5,13/03/2015,799,1,0,0,0,7368
161762,453,2,30/07/2013,1864,1,1,0,1,16309
454007,1044,4,11/12/2014,902,1,0,0,0,6439
461302,562,4,16/04/2015,3202,1,1,0,0,18732
130833,724,3,01/07/2015,716,1,1,0,1,7506
455898,500,2,17/02/2015,351,1,1,0,1,4698
594321,994,1,15/12/2014,769,1,1,0,0,9716
620770,608,5,08/08/2014,925,1,1,0,1,8863
399813,467,2,12/02/2013,1664,1,0,0,0,13152
211170,819,5,30/01/2015,592,1,1,0,0,6869
46167,727,1,12/01/2015,544,1,1,0,0,6249
35844,590,5,27/03/2015,425,1,0,0,0,4764
360541,681,2,14/04/2015,594,1,1,0,0,4787
432423,480,5,24/01/2014,599,1,1,0,0,4868
615463,927,1,09/02/2015,905,1,0,0,0,6289
520474,1005,3,27/03/2013,1102,1,1,0,1,9013
628622,734,1,04/05/2015,755,1,1,0,0,8588
534650,333,6,23/08/2014,1193,1,0,0,0,9252
620846,715,5,08/11/2013,806,1,1,0,0,7439
435790,1020,2,14/05/2013,1308,1,1,0,0,11743
546172,808,3,16/01/2013,503,1,0,0,0,5626
596981,282,2,27/08/2013,719,1,1,0,0,5936
549585,594,1,08/07/2013,500,1,0,0,1,4356
462635,86,5,07/11/2014,646,1,1,0,0,5292
461096,678,3,20/03/2013,700,1,1,0,0,8749
67939,398,4,21/11/2013,625,1,1,0,0,5893
494260,179,1,12/01/2015,1081,1,1,0,0,9448
284925,473,3,17/09/2014,407,1,1,0,0,5053
423018,526,6,26/01/2013,977,1,0,0,0,6468
304961,77,1,25/03/2013,774,1,1,0,1,8935
596444,4,1,01/12/2014,1608,1,1,0,0,13475
352839,759,2,24/06/2014,635,1,0,0,0,5168
606049,647,3,10/04/2013,606,1,1,0,0,5809
2435,725,3,08/07/2015,541,1,0,0,0,4791
123031,658,5,10/10/2014,677,1,1,0,1,6898
632744,1087,7,25/01/2015,0,0,0,0,0,0
173007,272,4,07/08/2014,662,1,1,0,1,7015
139119,939,1,30/03/2015,735,1,1,0,1,8543
319206,24,7,20/07/2014,0,0,0,0,0,0
418912,1036,5,22/05/2015,521,1,1,0,0,5698
311757,1066,6,29/06/2013,1095,1,0,0,0,10703
498779,520,5,14/02/2014,421,1,0,0,0,3688
353940,439,2,03/12/2013,1203,1,1,0,0,11158
149739,381,4,29/05/2014,0,0,0,1,0,0
73308,598,7,06/04/2014,0,0,0,0,0,0
685005,508,6,26/04/2014,503,1,0,0,0,5009
91471,895,5,04/07/2014,899,1,1,0,0,9927
611562,480,5,11/04/2014,591,1,0,0,0,4454
348929,492,4,27/02/2014,891,1,0,0,0,5580
345320,1072,3,04/12/2013,689,1,1,0,0,7931
341589,707,6,14/12/2013,533,1,0,0,0,5041
357413,126,1,16/12/2013,944,1,1,0,0,10189
265960,275,3,16/01/2013,625,1,0,0,0,5488
35257,854,6,04/05/2013,794,1,0,0,0,7205
32552,1043,5,22/02/2013,1272,1,1,0,0,9741
399464,486,5,01/02/2013,491,1,0,0,0,4054
46230,772,6,21/06/2014,468,1,0,0,0,3569
280765,513,2,06/01/2015,2212,1,1,0,0,19992
321636,1014,1,24/11/2014,1847,1,1,0,0,18201
601742,875,3,10/04/2013,485,1,1,0,0,5347
132758,980,1,21/04/2014,0,0,0,1,1,0
15404,479,7,15/02/2015,0,0,0,0,0,0
217239,617,2,10/09/2013,707,1,1,0,0,7845
253600,559,4,09/10/2014,887,1,1,0,0,6915
294023,247,2,10/02/2015,564,1,0,0,0,6422
654379,133,3,04/09/2013,619,1,0,0,0,5012
210278,511,3,11/06/2014,831,1,0,0,0,5646
123105,560,6,23/03/2013,2051,1,0,0,0,16699
535173,739,2,13/08/2013,858,1,1,0,1,9623
413547,448,7,13/04/2014,0,0,0,0,0,0
364911,936,6,19/10/2013,841,1,0,0,0,6884
515228,772,2,26/11/2013,434,1,0,0,0,3218
290911,888,1,01/06/2015,919,1,1,0,0,10530
287270,586,3,20/02/2013,2221,1,1,0,0,14481
693854,59,6,24/08/2013,298,1,0,0,0,2721
92410,458,2,08/01/2013,657,1,1,0,1,7115
478250,641,6,06/12/2014,406,1,0,0,0,3890
310441,766,7,02/03/2014,0,0,0,0,0,0
86200,589,5,01/05/2015,0,0,1,1,0,0
508987,922,6,24/01/2015,538,1,0,0,0,4985
224914,1070,7,17/05/2015,0,0,0,0,0,0
632383,870,1,14/01/2013,941,1,0,0,0,7296
53210,1098,7,01/02/2015,0,0,0,0,0,0
381918,1056,6,28/06/2014,496,1,0,0,0,4645
173212,301,4,06/06/2013,606,1,1,0,0,6007
613540,1057,5,21/02/2014,705,1,1,0,0,7344
32022,194,1,30/06/2014,541,1,1,0,0,7090
30225,330,6,14/02/2015,501,1,0,0,0,4338
360498,201,2,24/06/2014,353,1,0,0,0,3856
461053,198,7,18/01/2015,0,0,0,0,0,0
611984,683,2,02/07/2013,1095,1,1,0,1,11720
364787,164,5,13/12/2013,649,1,0,0,0,6209
77253,950,6,17/01/2015,390,1,0,0,0,3603
50764,345,7,14/07/2013,0,0,0,0,0,0
513270,59,2,13/01/2015,682,1,1,0,0,7042
83279,85,3,25/12/2013,871,1,0,1,1,6246
296747,131,7,22/03/2015,0,0,0,0,0,0
161787,832,4,31/07/2014,629,1,1,0,0,7736
282092,3,5,16/08/2013,850,1,1,0,1,8281
685922,679,6,06/07/2013,754,1,0,0,0,7431
420796,437,1,13/01/2014,506,1,0,0,0,4728
504851,452,5,29/03/2013,0,0,1,1,1,0
682353,682,1,24/11/2014,2217,1,1,0,0,16494
672374,469,1,13/01/2014,1228,1,0,0,0,8852
465692,663,2,17/12/2013,906,1,1,0,0,10479
643741,173,1,22/06/2015,900,1,0,0,0,6694
403703,825,6,24/05/2014,514,1,0,0,0,4235
478180,696,7,19/04/2015,0,0,0,0,0,0
428050,958,1,14/01/2013,702,1,0,0,0,5593
120375,398,4,13/02/2014,507,1,0,0,0,3883
239522,717,3,01/01/2014,0,0,0,1,1,0
99006,485,2,09/04/2013,388,1,1,0,0,4516
124892,876,1,08/12/2014,1175,1,0,0,0,9218
158834,630,7,18/05/2014,0,0,0,0,0,0
66477,751,2,17/03/2015,657,1,1,0,0,7032
472221,730,5,24/10/2014,933,1,1,0,1,7816
321503,151,4,18/12/2014,810,1,1,0,0,9280
647271,328,1,07/10/2013,696,1,1,0,0,7858
96286,297,5,31/07/2015,802,1,1,0,1,8014
45133,1052,7,21/12/2014,0,0,0,0,0,0
97601,311,7,25/08/2013,0,0,0,0,0,0
629504,1026,4,19/06/2014,0,0,1,1,0,0
423253,890,5,17/04/2015,505,1,1,0,0,6842
707608,131,6,06/06/2015,567,1,0,0,0,5531
50117,1112,5,19/12/2014,998,1,1,0,0,12617
314000,460,4,04/12/2014,433,1,1,0,0,4932
180000,906,3,11/12/2013,1200,1,0,0,0,10054
334502,1029,3,13/02/2013,792,1,0,0,0,5430
326150,582,3,03/07/2013,782,1,1,0,0,7156
243263,391,6,07/03/2015,364,1,0,0,0,2676
459928,230,2,09/12/2014,930,1,0,0,0,6937
611941,912,5,26/06/2015,646,1,0,0,0,5270
478001,967,3,30/07/2014,836,1,1,0,1,8262
694859,151,7,28/09/2014,0,0,0,0,0,0
531746,839,3,25/02/2015,493,1,0,0,0,3345
326456,269,6,08/11/2014,1070,1,0,0,0,7949
303475,948,3,22/10/2014,1810,1,1,0,0,7358
679199,388,4,26/03/2015,1076,1,0,0,0,8681
322312,401,3,12/11/2014,684,1,1,0,0,6863
616563,992,5,27/09/2013,801,1,1,0,0,6650
442755,910,4,10/07/2014,509,1,0,0,0,4685
187764,895,4,14/08/2014,673,1,0,0,1,6039
536018,548,5,03/05/2013,468,1,1,0,0,6055
554598,336,1,04/05/2015,2454,1,1,0,0,19871
83062,601,7,17/05/2015,0,0,0,0,0,0
433027,953,1,03/06/2013,662,1,1,0,0,7407
299064,579,4,10/01/2013,922,1,1,0,0,8580
381357,1000,7,15/09/2013,0,0,0,0,0,0
587377,119,3,02/01/2013,691,1,0,0,1,6013
692503,814,7,02/06/2013,0,0,0,0,0,0
495704,608,1,28/01/2013,845,1,0,0,0,6758
260155,41,7,06/04/2014,0,0,0,0,0,0
207471,923,5,26/12/2014,0,0,0,1,1,0
445561,124,5,28/02/2014,789,1,0,0,0,6656
567444,115,3,16/01/2013,341,1,0,0,0,3085
687820,439,3,31/07/2013,1048,1,1,0,1,9444
298672,470,4,23/07/2015,1348,1,0,0,1,9216
251215,806,2,09/04/2013,592,1,1,0,0,7955
241267,77,5,15/02/2013,537,1,0,0,0,4802
351496,838,3,22/05/2013,699,1,0,0,0,5411
581684,995,7,24/11/2013,0,0,0,0,0,0
74443,748,6,15/06/2013,454,1,0,0,0,5012
473683,481,3,07/08/2013,342,1,0,0,1,3465
630474,146,5,25/01/2013,678,1,1,0,0,7312
520206,365,6,20/07/2013,564,1,0,0,0,5300
169539,499,1,21/01/2013,663,1,1,0,0,6588
428713,546,4,25/04/2013,1636,1,1,0,0,13847
572159,893,4,14/11/2013,721,1,0,0,0,5509
609173,457,5,20/06/2014,619,1,1,0,1,8542
502034,534,5,17/07/2015,624,1,1,0,0,8228
272226,875,6,06/07/2013,381,1,0,0,0,3736
471203,754,6,27/09/2014,543,1,0,0,0,4934
220065,1031,6,19/01/2013,329,1,0,0,0,3326
126265,960,7,05/10/2014,0,0,0,0,0,0
416059,1061,4,14/03/2013,421,1,0,0,0,4703
175073,341,6,30/05/2015,732,1,0,0,0,5146
604923,755,1,02/12/2013,1219,1,1,0,0,15149
27830,842,3,03/04/2013,1048,1,0,0,1,13171
98978,998,7,19/04/2015,0,0,0,0,0,0
367545,969,5,04/10/2013,584,1,0,0,0,3333
624378,132,3,27/02/2013,366,1,0,0,0,3963
584732,543,3,24/06/2015,196,1,0,0,0,1714
40855,1082,6,30/11/2013,1277,1,0,0,0,12469
516026,147,6,05/01/2013,932,1,0,0,0,8466
43778,62,4,23/04/2015,710,1,0,0,0,5912
112613,289,2,24/03/2015,445,1,0,0,0,4611
461241,717,4,25/07/2013,419,1,0,0,1,3649
614595,80,5,20/03/2015,606,1,1,0,0,7534
169410,680,2,09/06/2015,629,1,0,0,0,3866
615184,160,3,21/01/2015,436,1,0,0,0,3951
19436,234,5,04/07/2014,1042,1,1,0,0,11293
4977,484,4,07/03/2013,727,1,1,0,0,7846
96218,864,1,02/12/2013,804,1,1,0,0,8023
427119,710,5,26/04/2013,337,1,1,0,0,3983
241515,202,2,08/01/2013,421,1,1,0,1,5532
700781,1023,3,10/12/2014,630,1,0,0,0,5624
3209,334,1,05/08/2013,495,1,0,0,1,4278
140646,797,6,04/05/2013,396,1,0,0,0,3851
219786,814,1,06/07/2015,697,1,0,0,0,6911
271769,857,6,07/06/2014,1026,1,0,0,0,8413
290624,838,1,01/09/2014,1082,1,1,0,0,11402
422520,566,1,21/10/2013,687,1,1,0,0,7063
26787,315,3,08/04/2015,426,1,0,0,1,3799
293198,676,7,19/07/2015,2378,1,0,0,0,13912
565226,384,3,21/08/2013,826,1,0,0,1,7196
372628,576,7,03/02/2013,0,0,0,0,0,0
267979,229,1,15/12/2014,1107,1,1,0,0,9754
497830,816,2,23/07/2013,564,1,0,0,1,3686
466608,172,1,23/09/2013,919,1,1,0,0,8125
86459,410,5,08/03/2013,876,1,1,0,0,7323
54524,982,4,28/11/2013,432,1,0,0,0,4880
615232,783,4,21/05/2015,748,1,1,0,0,8076
216910,758,5,27/09/2013,669,1,1,0,0,5339
391007,614,4,05/09/2013,965,1,0,0,0,6575
269292,227,4,19/03/2015,571,1,1,0,0,5829
680453,501,4,02/07/2015,533,1,1,0,0,5087
413642,823,3,18/06/2014,603,1,1,0,0,6293
470911,954,1,07/07/2014,903,1,0,0,1,7740
279806,743,2,05/08/2014,464,1,1,0,1,4368
503017,143,2,25/06/2013,454,1,0,0,0,4345
279075,307,2,09/09/2014,311,1,0,0,0,2229
180156,83,7,27/01/2013,0,0,0,0,0,0
281044,645,6,16/02/2013,1443,1,0,0,0,12160
263392,1001,2,22/10/2013,645,1,1,0,1,7277
27765,130,6,13/06/2015,467,1,0,0,0,4237
669655,1078,1,30/12/2013,675,1,0,0,1,7251
426502,143,6,25/07/2015,480,1,0,0,0,4638
629982,653,2,28/04/2015,572,1,1,0,0,6737
400326,600,2,06/08/2013,686,1,0,0,0,6808
74751,22,3,13/02/2013,380,1,0,0,1,3051
204300,273,6,28/06/2014,616,1,0,0,0,5790
200999,380,2,20/01/2015,1103,1,0,0,0,10361
97523,737,4,26/02/2015,805,1,0,0,0,5055
185852,1079,2,31/03/2015,961,1,1,0,1,11904
451231,967,5,22/11/2013,947,1,1,0,0,8895
475775,495,7,29/03/2015,0,0,0,0,0,0
300245,373,6,01/03/2014,367,1,0,0,0,5056
212964,305,1,09/02/2015,508,1,0,0,0,4623
652535,157,1,26/05/2014,900,1,0,0,0,7890
33763,962,1,25/02/2013,745,1,0,0,0,5462
666432,1040,2,16/06/2015,951,1,1,0,0,9967
70255,22,7,14/06/2015,0,0,0,0,0,0
316119,912,6,02/03/2013,957,1,0,0,0,7538
453452,422,7,18/08/2013,0,0,0,0,0,0
297565,365,6,25/07/2015,580,1,0,0,0,5321
389270,208,6,10/05/2014,507,1,0,0,0,3611
294778,421,2,05/05/2015,914,1,1,0,0,8849
315703,186,4,14/03/2013,292,1,0,0,0,2587
532732,340,3,27/08/2014,734,1,0,0,0,5640
615650,987,6,15/11/2014,544,1,0,0,0,4196
296675,394,5,28/03/2014,630,1,0,0,0,7529
175722,834,6,18/07/2015,430,1,0,0,0,3881
160801,1005,7,29/06/2014,0,0,0,0,0,0
596916,245,7,24/11/2013,0,0,0,0,0,0
692082,725,4,14/03/2013,599,1,0,0,0,5612
523756,885,1,08/12/2014,866,1,0,0,0,6637
541830,766,7,13/01/2013,0,0,0,0,0,0
661953,114,2,09/09/2014,509,1,0,0,0,4088
437202,304,6,20/06/2015,716,1,0,0,0,5210
396029,794,1,04/08/2014,586,1,1,0,1,5216
23477,519,6,21/09/2013,592,1,0,0,0,5012
489103,986,3,24/06/2015,590,1,0,0,0,3967
511475,223,2,05/05/2015,793,1,1,0,0,8108
374176,993,3,24/04/2013,743,1,1,0,0,7628
559781,680,7,08/06/2014,0,0,0,0,0,0
97262,315,2,14/10/2014,429,1,0,0,1,3926
621567,974,5,23/05/2014,1696,1,1,0,0,13254
672575,366,3,23/10/2013,580,1,1,0,1,6128
56960,756,6,23/03/2013,2524,1,0,0,0,15516
375321,303,7,20/01/2013,0,0,0,0,0,0
334113,442,6,09/11/2013,530,1,0,0,0,5019
600576,589,7,01/02/2015,0,0,0,0,0,0
620665,881,4,13/03/2014,525,1,0,0,0,3109
300565,1040,5,05/09/2014,905,1,1,0,0,8776
519133,331,2,19/02/2013,871,1,1,0,0,7591
346774,726,4,08/08/2013,924,1,0,0,1,9152
266947,1036,5,03/04/2015,0,0,1,1,1,0
430241,88,1,01/06/2015,905,1,1,0,0,10514
686367,843,2,14/04/2015,1085,1,1,0,0,9665
293437,1004,4,25/07/2013,325,1,0,0,0,3306
173454,423,3,27/02/2013,1568,1,0,0,0,8492
412014,1059,1,11/05/2015,1070,1,0,0,1,8085
615796,909,1,14/10/2013,941,1,0,0,0,8513
85213,776,7,20/01/2013,0,0,0,0,0,0
232772,1079,4,08/08/2013,651,1,0,0,1,7050
553689,386,7,07/04/2013,0,0,0,0,0,0
93686,950,4,08/05/2014,583,1,1,0,0,5930
263616,1031,5,11/01/2013,479,1,1,0,0,5688
359547,307,4,28/08/2014,328,1,0,0,1,2453
507112,695,6,22/02/2014,262,1,0,0,0,2500
315093,969,6,07/09/2013,404,1,0,0,0,3013
196938,31,2,02/07/2013,517,1,1,0,1,5099
628565,678,5,12/07/2013,727,1,0,0,0,6229
15771,862,3,15/05/2013,1155,1,1,0,0,8827
376414,279,2,20/05/2014,640,1,1,0,0,8265
325025,619,1,06/04/2015,0,0,0,1,1,0
530924,107,1,14/07/2014,1050,1,1,0,0,9388
410670,445,1,11/02/2013,0,0,0,0,0,0
495123,234,2,17/12/2013,1548,1,1,0,0,15966
397067,295,3,30/10/2013,655,1,0,0,1,4651
590114,57,1,17/06/2013,1507,1,1,0,0,17641
459001,634,2,07/01/2014,757,1,1,0,0,8258
627982,309,5,15/02/2013,469,1,0,0,0,4489
684856,533,6,21/12/2013,887,1,0,0,0,8404
693828,751,2,21/10/2014,526,1,1,0,0,5143
3600,456,5,16/01/2015,914,1,1,0,0,6167
535421,591,4,23/04/2015,418,1,0,0,0,4319
505907,728,2,25/03/2014,347,1,0,0,0,3595
26611,1111,6,06/07/2013,295,1,0,0,0,3600
143930,393,4,01/05/2014,0,0,1,1,0,0
528157,700,7,06/10/2013,0,0,0,0,0,0
442830,136,5,28/03/2014,393,1,0,0,0,4712
702656,118,7,10/11/2013,0,0,0,0,0,0
231089,1091,2,31/12/2013,388,1,0,0,1,3553
54360,448,1,11/08/2014,702,1,0,0,1,7026
168766,247,4,24/07/2014,582,1,0,0,0,6420
142730,131,2,25/11/2014,550,1,1,0,0,5700
299797,847,5,25/10/2013,906,1,1,0,1,7033
528770,401,1,26/08/2013,855,1,1,0,0,10438
694657,560,5,08/11/2013,1648,1,1,0,0,13495
109905,281,1,01/04/2013,0,0,0,1,1,0
177767,176,2,19/05/2015,697,1,1,0,0,6450
193815,602,1,08/06/2015,636,1,0,0,0,5582
686846,723,2,05/05/2015,640,1,1,0,0,8133
527162,132,2,26/02/2013,376,1,0,0,0,3451
659153,1018,1,13/07/2015,1609,1,1,0,0,15468
511972,14,5,10/01/2014,736,1,1,0,0,6683
301223,888,6,23/08/2014,765,1,0,0,0,7954
505442,302,3,10/09/2014,300,1,0,0,0,3049
498273,187,3,02/10/2013,786,1,0,0,0,5943
329164,685,4,22/08/2013,657,1,0,0,1,7012
23894,150,3,19/06/2013,779,1,1,0,0,8228
